Filename	Segment	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	drives	affiliation	achieve	power	reward	risk	work	leisure	home	money	relig	death
1004369.txt	1	5.88	2.94	2.94	0.00	2.94	0.00	5.88	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1004786.txt	1	1.79	1.79	0.00	0.00	0.00	0.00	8.93	0.00	0.00	3.57	0.00	3.57	0.00	1.79	0.00	1.79	0.00	0.00	5.36	0.00	1.79	5.36	0.00	0.00	5.36	1.79	0.00	0.00	0.00	1.79
1005110.txt	1	7.14	0.00	7.14	1.79	3.57	0.00	3.57	0.00	0.00	3.57	0.00	8.93	1.79	3.57	0.00	0.00	3.57	0.00	10.71	0.00	3.57	5.36	5.36	1.79	7.14	0.00	0.00	0.00	0.00	0.00
1005298.txt	1	1.45	1.45	0.00	0.00	0.00	0.00	2.90	0.00	0.00	0.00	0.00	7.25	1.45	0.00	0.00	4.35	0.00	4.35	1.45	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1005452.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	10.45	0.00	0.00	2.99	0.00	10.45	1.49	0.00	2.99	5.97	0.00	2.99	1.49	0.00	0.00	0.00	0.00	1.49	1.49	1.49	0.00	0.00	0.00	0.00
1005475.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.08	0.00	0.00	2.08	0.00	14.58	0.00	1.04	1.04	9.38	1.04	5.21	6.25	0.00	3.12	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1005649.txt	1	5.43	2.17	3.26	0.00	3.26	0.00	11.96	0.00	0.00	5.43	0.00	7.61	3.26	1.09	1.09	0.00	2.17	0.00	7.61	2.17	1.09	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.26
1005650.txt	1	4.26	2.13	2.13	0.00	2.13	0.00	8.51	0.00	0.00	4.26	0.00	4.26	0.00	2.13	0.00	2.13	0.00	0.00	8.51	4.26	2.13	2.13	0.00	0.00	4.26	0.00	0.00	0.00	0.00	2.13
1005651.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	7.27	0.00	0.00	7.27	0.00	5.45	0.00	0.00	0.00	0.00	0.00	5.45	7.27	0.00	0.00	3.64	3.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1006035.txt	1	1.49	1.49	0.00	0.00	0.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.46	0.00	2.99	4.48	1.49	0.00	13.43	0.00	0.00	0.00	0.00	0.00
1006036.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.82	2.27	0.00	0.00	0.00	2.27	0.00	2.27	0.00	0.00	0.00	0.00	6.82	2.27	4.55	0.00	0.00	0.00	9.09	2.27	2.27	2.27	0.00	0.00
1006174.txt	1	1.39	1.39	0.00	0.00	0.00	0.00	12.50	0.00	1.39	6.94	0.00	4.17	1.39	1.39	0.00	1.39	0.00	0.00	6.94	1.39	2.78	2.78	2.78	0.00	2.78	1.39	0.00	0.00	0.00	0.00
1006199.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	4.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	18.00	2.00	2.00	12.00	2.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
1006701.txt	1	7.41	1.85	5.56	0.00	1.85	0.00	3.70	0.00	0.00	3.70	0.00	9.26	3.70	0.00	3.70	1.85	0.00	3.70	3.70	0.00	1.85	1.85	1.85	0.00	3.70	0.00	0.00	0.00	3.70	0.00
1006776.txt	1	6.58	3.95	2.63	0.00	0.00	2.63	5.26	0.00	0.00	2.63	0.00	7.89	2.63	0.00	0.00	2.63	3.95	0.00	2.63	0.00	0.00	2.63	0.00	0.00	5.26	0.00	0.00	0.00	0.00	2.63
1007427.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.70	2.70	0.00	0.00	0.00	5.41	0.00	0.00	0.00	5.41	0.00	2.70	2.70	0.00	2.70	0.00	0.00	0.00	5.41	0.00	0.00	0.00	0.00	0.00
1007508.txt	1	1.56	0.00	0.00	0.00	0.00	0.00	10.94	3.12	0.00	0.00	0.00	18.75	7.81	4.69	1.56	3.12	3.12	1.56	6.25	1.56	1.56	4.69	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00
1007563.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	8.43	0.00	0.00	1.20	1.20	3.61	0.00	0.00	0.00	3.61	0.00	1.20	2.41	2.41	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00
1007637.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1009149.txt	1	4.44	2.22	2.22	0.00	0.00	0.00	8.89	2.22	0.00	0.00	0.00	4.44	2.22	0.00	0.00	0.00	0.00	2.22	11.11	4.44	0.00	4.44	2.22	0.00	0.00	6.67	0.00	0.00	0.00	0.00
1009598.txt	1	1.69	1.69	0.00	0.00	0.00	0.00	16.95	0.00	0.00	5.08	3.39	10.17	3.39	0.00	1.69	5.08	0.00	6.78	5.08	1.69	3.39	3.39	1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1010062.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.38	0.00	2.13	0.00	2.13	2.13	0.00	4.26	0.00	4.26	0.00	0.00	0.00	2.13	2.13	0.00	0.00	0.00	0.00
1010173.txt	1	3.51	1.75	1.75	0.00	0.00	0.00	10.53	0.00	0.00	5.26	0.00	5.26	0.00	1.75	1.75	0.00	1.75	0.00	12.28	1.75	5.26	3.51	1.75	1.75	8.77	3.51	0.00	1.75	0.00	0.00
1011663.txt	1	3.85	1.92	1.92	0.00	1.92	0.00	11.54	0.00	0.00	5.77	0.00	9.62	0.00	3.85	0.00	0.00	1.92	3.85	13.46	0.00	5.77	7.69	0.00	0.00	3.85	0.00	0.00	0.00	0.00	1.92
1012000.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	6.67	0.00
1012326.txt	1	6.06	3.03	3.03	0.00	3.03	0.00	9.09	0.00	0.00	3.03	0.00	12.12	6.06	6.06	0.00	0.00	0.00	0.00	3.03	0.00	3.03	0.00	3.03	0.00	0.00	0.00	0.00	0.00	3.03	0.00
1012409.txt	1	1.89	1.89	0.00	0.00	0.00	0.00	13.21	5.66	0.00	5.66	0.00	11.32	3.77	1.89	0.00	5.66	1.89	0.00	3.77	1.89	0.00	1.89	0.00	0.00	1.89	1.89	0.00	0.00	0.00	0.00
1013132.txt	1	8.57	0.00	8.57	0.00	8.57	0.00	17.14	0.00	0.00	5.71	5.71	2.86	2.86	2.86	0.00	0.00	0.00	0.00	5.71	0.00	0.00	5.71	0.00	0.00	0.00	0.00	2.86	0.00	0.00	5.71
1013175.txt	1	2.13	2.13	0.00	0.00	0.00	0.00	6.38	0.00	0.00	0.00	0.00	8.51	2.13	0.00	0.00	2.13	2.13	2.13	6.38	0.00	2.13	4.26	2.13	0.00	10.64	0.00	0.00	2.13	0.00	0.00
1015055.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	5.56	2.78	2.78	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1017200.txt	1	9.52	9.52	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	1.59	9.52	3.17	3.17	0.00	0.00	1.59	1.59	20.63	0.00	4.76	14.29	6.35	0.00	11.11	0.00	1.59	0.00	0.00	0.00
1017251.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	6.12	0.00	0.00	0.00	0.00	0.00	2.04	0.00	2.04	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00	0.00
1017607.txt	1	2.74	0.00	2.74	0.00	1.37	0.00	19.18	8.22	0.00	5.48	1.37	2.74	1.37	0.00	0.00	0.00	0.00	1.37	6.85	5.48	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1018083.txt	1	9.38	9.38	0.00	0.00	0.00	0.00	23.44	1.56	1.56	3.12	1.56	14.06	1.56	0.00	3.12	4.69	4.69	4.69	10.94	6.25	1.56	3.12	1.56	1.56	0.00	1.56	0.00	0.00	0.00	0.00
1018087.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.29	2.94	0.00	1.47	0.00	0.00	7.35	1.47	0.00	1.47	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00
1018668.txt	1	2.44	1.22	1.22	0.00	1.22	0.00	8.54	1.22	0.00	2.44	2.44	17.07	4.88	1.22	0.00	3.66	1.22	6.10	7.32	2.44	2.44	4.88	1.22	0.00	2.44	0.00	0.00	0.00	3.66	0.00
1020259.txt	1	8.24	7.06	0.00	0.00	0.00	0.00	10.59	0.00	0.00	0.00	0.00	8.24	0.00	1.18	2.35	2.35	2.35	1.18	16.47	1.18	9.41	5.88	0.00	0.00	10.59	0.00	3.53	1.18	0.00	0.00
1020953.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	11.29	0.00	0.00	1.61	1.61	12.90	0.00	0.00	3.23	3.23	0.00	6.45	6.45	0.00	0.00	4.84	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1021243.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00
1021318.txt	1	1.44	1.44	0.00	0.00	0.00	0.00	6.47	0.00	0.00	0.00	0.00	16.55	5.04	1.44	3.60	2.88	1.44	5.04	6.47	0.72	0.72	2.16	3.60	0.00	12.23	0.00	0.00	0.00	0.00	0.00
1021327.txt	1	2.78	1.85	0.93	0.00	0.93	0.00	9.26	0.00	0.00	7.41	0.00	8.33	2.78	0.00	1.85	1.85	0.93	0.93	6.48	0.00	0.93	4.63	1.85	0.00	7.41	0.00	0.00	1.85	0.00	0.93
1021541.txt	1	9.09	5.45	3.64	0.00	3.64	0.00	5.45	0.00	0.00	1.82	0.00	5.45	0.00	0.00	0.00	1.82	0.00	3.64	16.36	0.00	5.45	10.91	3.64	0.00	7.27	0.00	0.00	0.00	0.00	3.64
1022752.txt	1	5.00	1.67	3.33	0.00	3.33	0.00	15.00	0.00	0.00	5.00	1.67	5.00	0.00	3.33	0.00	0.00	0.00	1.67	11.67	5.00	1.67	6.67	0.00	0.00	1.67	5.00	0.00	1.67	0.00	0.00
1023902.txt	1	0.86	0.86	0.00	0.00	0.00	0.00	3.45	0.00	0.00	0.00	1.72	3.45	0.00	0.00	0.00	0.86	0.00	2.59	6.03	1.72	1.72	3.45	0.00	0.00	4.31	2.59	0.00	0.00	0.00	0.00
1023905.txt	1	6.90	6.90	0.00	0.00	0.00	0.00	5.17	0.00	0.00	0.00	0.00	5.17	1.72	0.00	0.00	0.00	3.45	0.00	12.07	1.72	6.90	6.90	3.45	0.00	6.90	6.90	0.00	0.00	0.00	0.00
1024295.txt	1	2.74	0.00	2.74	0.00	0.00	0.00	10.96	6.85	1.37	4.11	4.11	2.74	0.00	0.00	0.00	1.37	0.00	1.37	2.74	0.00	0.00	2.74	0.00	0.00	1.37	2.74	0.00	0.00	1.37	0.00
1024826.txt	1	2.70	2.70	0.00	0.00	0.00	0.00	8.11	0.00	0.00	2.70	0.00	5.41	2.70	0.00	0.00	2.70	0.00	0.00	8.11	0.00	2.70	5.41	0.00	0.00	5.41	0.00	0.00	0.00	0.00	0.00
1024854.txt	1	4.26	2.13	2.13	0.00	0.00	2.13	10.64	0.00	0.00	2.13	0.00	6.38	2.13	0.00	0.00	2.13	0.00	2.13	8.51	2.13	6.38	2.13	2.13	2.13	2.13	0.00	0.00	0.00	0.00	0.00
1025021.txt	1	2.94	2.94	0.00	0.00	0.00	0.00	8.82	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00	2.94	0.00	0.00	14.71	0.00	0.00	0.00	0.00	0.00
1025049.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.70	4.76	1.59	0.00	3.17	1.59	3.17	3.17	0.00	1.59	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1025176.txt	1	6.90	6.90	0.00	0.00	0.00	0.00	17.24	1.72	0.00	0.00	0.00	8.62	0.00	0.00	1.72	1.72	3.45	3.45	5.17	3.45	1.72	0.00	0.00	0.00	0.00	3.45	1.72	0.00	0.00	0.00
1025483.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	5.63	0.00	0.00	2.82	0.00	5.63	0.00	2.82	0.00	2.82	0.00	0.00	4.23	0.00	2.82	4.23	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00
1025900.txt	1	1.49	1.49	0.00	0.00	0.00	0.00	2.99	0.00	0.00	0.00	0.00	5.97	1.49	0.00	0.00	1.49	1.49	1.49	1.49	0.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	0.00	1.49	0.00
1026540.txt	1	3.12	3.12	0.00	0.00	0.00	0.00	34.38	4.69	0.00	6.25	1.56	4.69	3.12	0.00	0.00	0.00	1.56	0.00	15.62	14.06	1.56	0.00	0.00	0.00	1.56	0.00	0.00	0.00	0.00	1.56
1026759.txt	1	7.55	0.00	7.55	2.83	0.00	0.94	6.60	0.00	0.00	0.94	0.94	8.49	0.94	0.94	0.00	6.60	0.00	3.77	4.72	0.00	0.94	3.77	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00
1027209.txt	1	5.45	3.64	1.82	0.00	0.00	0.00	12.73	0.00	1.82	0.00	3.64	5.45	0.00	0.00	0.00	1.82	1.82	1.82	7.27	3.64	0.00	1.82	1.82	0.00	0.00	1.82	0.00	0.00	0.00	0.00
1027548.txt	1	9.33	2.67	6.67	1.33	1.33	0.00	12.00	0.00	0.00	0.00	0.00	13.33	4.00	1.33	0.00	8.00	0.00	4.00	6.67	2.67	1.33	1.33	0.00	1.33	2.67	0.00	0.00	0.00	0.00	0.00
1027997.txt	1	2.86	2.86	0.00	0.00	0.00	0.00	2.86	0.00	0.00	2.86	0.00	11.43	2.86	2.86	0.00	5.71	2.86	0.00	8.57	0.00	8.57	0.00	0.00	0.00	5.71	5.71	0.00	0.00	0.00	0.00
1028599.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	17.11	3.95	0.00	11.84	0.00	10.53	2.63	2.63	0.00	2.63	1.32	3.95	10.53	3.95	6.58	0.00	0.00	0.00	15.79	1.32	2.63	1.32	0.00	0.00
1028602.txt	1	4.76	4.76	0.00	0.00	0.00	0.00	23.81	0.00	0.00	9.52	0.00	11.90	0.00	4.76	0.00	0.00	4.76	2.38	16.67	9.52	4.76	2.38	4.76	0.00	7.14	2.38	0.00	2.38	0.00	0.00
1028761.txt	1	3.33	0.00	3.33	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1028836.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.70	2.70	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00	0.00
1029058.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	12.00	2.00	4.00	0.00	4.00	0.00	2.00	4.00	0.00	0.00	4.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
1029681.txt	1	2.17	2.17	0.00	0.00	0.00	0.00	4.35	0.00	0.00	4.35	0.00	4.35	0.00	2.17	0.00	2.17	0.00	0.00	6.52	0.00	2.17	6.52	0.00	0.00	6.52	6.52	0.00	6.52	0.00	0.00
1029936.txt	1	1.61	0.00	1.61	0.00	0.00	1.61	8.06	0.00	0.00	4.84	0.00	1.61	1.61	0.00	0.00	0.00	0.00	0.00	1.61	0.00	1.61	0.00	0.00	0.00	0.00	6.45	0.00	1.61	0.00	0.00
1030294.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1030340.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	8.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
1030446.txt	1	1.96	1.96	0.00	0.00	0.00	0.00	9.80	2.94	0.00	7.84	0.00	4.90	4.90	0.00	0.00	0.00	0.00	0.00	6.86	1.96	2.94	4.90	2.94	0.00	2.94	0.98	0.98	0.00	0.00	0.00
1030617.txt	1	17.86	7.14	10.71	0.00	10.71	0.00	10.71	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	3.57	3.57	0.00	0.00	3.57	0.00	0.00	3.57	0.00
1030624.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	4.55	2.27	0.00	0.00
1030762.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	0.00	8.89	2.22	0.00	0.00	6.67	0.00	6.67	4.44	4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1030803.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.18	9.09	0.00	9.09	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
1030861.txt	1	2.70	2.70	0.00	0.00	0.00	0.00	5.41	0.00	0.00	5.41	0.00	2.70	0.00	0.00	0.00	2.70	0.00	0.00	2.70	0.00	2.70	0.00	0.00	0.00	2.70	8.11	0.00	0.00	0.00	0.00
1031100.txt	1	11.90	9.52	2.38	0.00	0.00	2.38	11.90	9.52	0.00	7.14	0.00	9.52	2.38	0.00	0.00	4.76	2.38	2.38	9.52	7.14	0.00	2.38	0.00	0.00	2.38	7.14	2.38	0.00	0.00	0.00
1031132.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	8.51	2.13	0.00	6.38	0.00	2.13	2.13	0.00	0.00	0.00	0.00	0.00	4.26	2.13	0.00	2.13	0.00	0.00	2.13	8.51	4.26	2.13	0.00	0.00
1031172.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	16.67	4.55	1.52	4.55	7.58	6.06	3.03	3.03	0.00	0.00	0.00	0.00	16.67	7.58	1.52	7.58	1.52	0.00	10.61	1.52	0.00	0.00	0.00	0.00
1031458.txt	1	3.57	3.57	0.00	0.00	0.00	0.00	10.71	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	3.57	3.57	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00
1031886.txt	1	6.67	2.22	4.44	0.00	0.00	0.00	20.00	6.67	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	8.89	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1031976.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	14.49	0.00	0.00	1.45	0.00	15.94	2.90	0.00	7.25	2.90	0.00	5.80	1.45	0.00	0.00	0.00	1.45	0.00	0.00	0.00	0.00	5.80	0.00	0.00
1032021.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	3.85	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1032513.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	0.00
1032968.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.96	0.00	0.00	0.00	0.00	11.54	11.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1033315.txt	1	1.85	1.85	0.00	0.00	0.00	0.00	9.26	1.85	0.00	5.56	0.00	3.70	1.85	0.00	0.00	1.85	0.00	0.00	7.41	0.00	3.70	3.70	3.70	0.00	3.70	3.70	0.00	0.00	0.00	0.00
