Filename	Segment	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	drives	affiliation	achieve	power	reward	risk	work	leisure	home	money	relig	death
1006851.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.57	0.00	0.00	2.86	5.71	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	0.00	0.00	0.00	5.71
1007003.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	2.38	0.00	2.38	0.00	0.00	0.00	0.00	9.52	2.38	4.76	2.38	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
1007066.txt	1	8.11	2.70	5.41	0.00	1.80	0.00	3.60	0.00	0.00	0.00	1.80	1.80	0.00	0.00	0.00	0.00	0.00	1.80	8.11	0.00	6.31	6.31	2.70	1.80	1.80	0.00	0.00	0.00	0.00	0.00
1007110.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	1.28	2.56	0.00	2.56	0.00	0.00	0.00	0.00	3.85	1.28	1.28	1.28	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00
1007187.txt	1	7.50	0.00	7.50	0.00	5.00	0.00	5.00	0.00	0.00	0.00	2.50	2.50	0.00	0.00	0.00	2.50	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1007363.txt	1	2.50	0.00	2.50	0.00	2.50	0.00	5.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	2.50	0.00	0.00	5.00	0.00	2.50	5.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	2.50
1007380.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	14.29	5.71	0.00	0.00	10.00	2.86	0.00	0.00	0.00	2.86	0.00	2.86	2.86	0.00	1.43	1.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
1010287.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	5.32	1.06	0.00	0.00	5.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	1.06	0.00	0.00	5.32	0.00	1.06	0.00	0.00	1.06
1010657.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	3.03	0.00	3.03	0.00	0.00	0.00	0.00	1.52	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1010700.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	2.38	0.00	0.00	7.14	0.00	4.76	2.38	0.00	0.00	4.76	4.76	7.14	0.00	0.00	0.00
1011084.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	12.50	4.17	4.17	0.00	0.00	4.17	0.00	4.17	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00
1011088.txt	1	6.52	4.35	2.17	2.17	0.00	0.00	10.87	0.00	0.00	0.00	2.17	4.35	0.00	0.00	4.35	0.00	0.00	0.00	13.04	0.00	2.17	10.87	2.17	0.00	0.00	0.00	0.00	0.00	4.35	0.00
1011122.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	25.64	7.69	2.56	0.00	12.82	5.13	0.00	0.00	0.00	2.56	0.00	2.56	23.08	15.38	0.00	7.69	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00
1011309.txt	1	0.89	0.89	0.00	0.00	0.00	0.00	7.14	0.89	0.00	0.00	5.36	4.46	1.79	0.89	0.00	0.89	0.89	0.00	16.07	2.68	7.14	8.04	0.00	0.00	5.36	0.89	0.89	0.00	0.00	0.00
1011501.txt	1	3.23	0.00	3.23	1.61	1.61	0.00	16.13	1.61	0.00	3.23	11.29	6.45	1.61	3.23	0.00	0.00	0.00	1.61	9.68	1.61	1.61	8.06	0.00	0.00	1.61	0.00	0.00	0.00	3.23	1.61
1011765.txt	1	3.33	1.67	1.67	0.00	1.67	0.00	3.33	0.00	0.00	0.00	0.00	5.00	1.67	0.00	0.00	0.00	1.67	1.67	8.33	1.67	1.67	3.33	0.00	1.67	0.00	0.00	0.00	0.00	0.00	1.67
1011840.txt	1	6.12	6.12	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	8.16	10.20	4.08	4.08	0.00	0.00	0.00	2.04	4.08	2.04	0.00	2.04	0.00	0.00	2.04	2.04	0.00	0.00	2.04	0.00
1011848.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.64	0.00	0.00	0.00	0.00	7.27	3.64	0.00	0.00	0.00	3.64	0.00	7.27	1.82	5.45	0.00	0.00	0.00	9.09	0.00	0.00	1.82	0.00	0.00
1012330.txt	1	4.82	2.41	2.41	0.00	1.20	0.00	8.43	0.00	0.00	0.00	0.00	2.41	1.20	0.00	0.00	0.00	0.00	1.20	7.23	4.82	0.00	2.41	0.00	0.00	2.41	10.84	0.00	0.00	0.00	0.00
1012335.txt	1	4.11	2.74	1.37	0.00	1.37	0.00	8.22	0.00	1.37	0.00	1.37	2.74	0.00	0.00	0.00	0.00	1.37	1.37	15.07	4.11	6.85	6.85	1.37	0.00	9.59	2.74	2.74	2.74	0.00	0.00
1012487.txt	1	6.25	4.17	2.08	0.00	0.00	2.08	6.25	0.00	0.00	0.00	0.00	14.58	2.08	0.00	0.00	6.25	0.00	6.25	6.25	2.08	2.08	0.00	2.08	0.00	0.00	6.25	0.00	0.00	0.00	2.08
1012547.txt	1	8.59	4.29	4.29	0.00	2.45	1.23	11.04	0.00	0.00	0.00	2.45	8.59	0.00	1.84	0.61	3.07	1.23	4.29	9.20	1.23	1.84	6.75	0.61	0.00	1.23	1.23	0.00	0.00	0.00	1.23
1012631.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	3.12	3.12	3.12	0.00	0.00	0.00	0.00	0.00	9.38	0.00	6.25	3.12	0.00	0.00	6.25	3.12	0.00	6.25	0.00	0.00
1012651.txt	1	4.00	4.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
1012781.txt	1	4.44	0.00	4.44	4.44	0.00	0.00	6.67	0.00	0.00	0.00	2.22	4.44	0.00	2.22	0.00	0.00	2.22	0.00	2.22	0.00	0.00	2.22	0.00	0.00	4.44	4.44	0.00	0.00	0.00	0.00
1012866.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	20.00	6.67	0.00	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1013040.txt	1	3.03	3.03	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	6.06	3.03	0.00	3.03	0.00	0.00	0.00	0.00	12.12	0.00	3.03	9.09	0.00	0.00	12.12	0.00	6.06	9.09	0.00	0.00
1013193.txt	1	7.14	5.36	1.79	0.00	1.79	0.00	3.57	0.00	0.00	0.00	1.79	8.93	5.36	0.00	0.00	0.00	3.57	0.00	5.36	0.00	0.00	3.57	1.79	0.00	1.79	0.00	0.00	0.00	0.00	1.79
1015780.txt	1	5.36	3.57	1.79	1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	5.36	5.36	1.79	3.57	0.00	1.79	7.14	0.00	5.36	1.79	1.79	0.00	7.14	0.00	0.00	0.00	0.00	0.00
1015789.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	0.00	18.52	7.41	7.41	3.70	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
1016098.txt	1	4.41	1.47	2.94	0.00	0.00	1.47	7.35	4.41	0.00	0.00	5.88	5.88	1.47	2.94	0.00	0.00	0.00	1.47	14.71	4.41	1.47	2.94	1.47	4.41	8.82	0.00	0.00	10.29	1.47	0.00
1016154.txt	1	1.54	1.54	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	4.62	9.23	0.00	1.54	3.08	1.54	1.54	1.54	1.54	1.54	0.00	0.00	0.00	0.00	1.54	4.62	0.00	0.00	0.00	0.00
1016790.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.98	0.00	0.00	2.33	4.65	3.49	0.00	2.33	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00
1017626.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.64	0.00	0.00	0.00	3.64	0.00	3.64	7.27	0.00	7.27	0.00	0.00	0.00	9.09	1.82	0.00	0.00	0.00	0.00
1017863.txt	1	7.58	7.58	0.00	0.00	0.00	0.00	10.61	0.00	0.00	0.00	6.06	3.03	0.00	1.52	0.00	0.00	1.52	0.00	7.58	0.00	0.00	1.52	4.55	1.52	3.03	4.55	3.03	0.00	0.00	0.00
1019026.txt	1	2.38	2.38	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	7.14	0.00	0.00	2.38	2.38	0.00	2.38	4.76	0.00	2.38	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1019414.txt	1	4.62	4.62	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.08	3.08	1.54	0.00	0.00	0.00	6.15	9.23	0.00	1.54	0.00	0.00
1019997.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	7.27	1.82	0.00	0.00	3.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.91	0.00	1.82	9.09	0.00	0.00	1.82	0.00	0.00	0.00	0.00	1.82
1020762.txt	1	3.92	3.92	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	13.73	3.92	0.00	0.00	5.88	0.00	7.84	3.92	1.96	0.00	1.96	0.00	0.00	0.00	3.92	0.00	0.00	0.00	0.00
1021448.txt	1	5.36	3.57	1.79	0.00	1.79	0.00	8.93	0.00	0.00	0.00	0.00	3.57	0.00	1.79	0.00	0.00	0.00	1.79	8.93	5.36	0.00	3.57	0.00	0.00	3.57	1.79	0.00	0.00	0.00	0.00
1021916.txt	1	6.98	2.33	4.65	2.33	2.33	2.33	6.98	0.00	0.00	0.00	4.65	4.65	0.00	0.00	2.33	4.65	0.00	2.33	6.98	0.00	0.00	4.65	2.33	2.33	0.00	0.00	2.33	0.00	0.00	0.00
1021956.txt	1	2.94	1.47	1.47	0.00	0.00	0.00	7.35	0.00	0.00	0.00	0.00	7.35	1.47	2.94	1.47	0.00	1.47	0.00	10.29	0.00	7.35	1.47	0.00	1.47	5.88	1.47	0.00	0.00	0.00	0.00
1022198.txt	1	3.96	2.97	0.99	0.00	0.00	0.00	12.87	3.96	0.00	1.98	6.93	6.93	0.99	1.98	0.99	0.99	0.00	1.98	8.91	1.98	1.98	4.95	0.00	0.99	1.98	1.98	0.99	1.98	0.00	0.00
1022262.txt	1	11.48	6.56	4.92	0.00	4.92	0.00	6.56	0.00	0.00	0.00	6.56	8.20	0.00	1.64	1.64	0.00	4.92	0.00	19.67	0.00	6.56	13.11	1.64	0.00	3.28	1.64	0.00	0.00	3.28	4.92
1022273.txt	1	1.72	1.72	0.00	0.00	0.00	0.00	12.07	3.45	0.00	1.72	10.34	8.62	1.72	5.17	0.00	0.00	0.00	1.72	24.14	1.72	1.72	20.69	0.00	0.00	3.45	0.00	0.00	5.17	0.00	1.72
1022359.txt	1	7.46	5.97	1.49	0.00	0.00	0.00	5.97	0.00	0.00	0.00	0.00	4.48	1.49	0.00	0.00	0.00	0.00	2.99	16.42	4.48	4.48	10.45	1.49	0.00	4.48	1.49	0.00	0.00	0.00	0.00
1022885.txt	1	3.75	3.75	0.00	0.00	0.00	0.00	3.75	0.00	0.00	0.00	2.50	10.00	6.25	0.00	1.25	1.25	1.25	1.25	6.25	0.00	2.50	3.75	0.00	0.00	3.75	0.00	0.00	2.50	0.00	0.00
1023878.txt	1	3.70	3.70	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	7.41	22.22	0.00	7.41	0.00	11.11	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1024165.txt	1	2.33	2.33	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	2.33	2.33	0.00	0.00	0.00	2.33	0.00	0.00	4.65	2.33	0.00	2.33	0.00	0.00	9.30	9.30	0.00	0.00	2.33	0.00
1024195.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	9.26	1.85	0.00	0.00	5.56	1.85	3.70	7.41	1.85	0.00	5.56	0.00	0.00	7.41	0.00	0.00	0.00	0.00	0.00
1024404.txt	1	2.08	2.08	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.42	0.00	2.08	0.00	0.00
1024471.txt	1	4.76	0.00	4.76	0.00	2.38	0.00	2.38	0.00	0.00	0.00	0.00	11.90	0.00	0.00	2.38	4.76	0.00	4.76	2.38	0.00	0.00	0.00	0.00	2.38	0.00	2.38	0.00	0.00	0.00	0.00
1024592.txt	1	1.19	0.00	1.19	0.00	1.19	0.00	5.95	0.00	0.00	0.00	3.57	2.38	1.19	0.00	0.00	1.19	0.00	0.00	5.95	0.00	2.38	4.76	0.00	0.00	3.57	1.19	0.00	0.00	1.19	0.00
1024599.txt	1	5.00	2.50	2.50	0.00	2.50	0.00	17.50	0.00	5.00	0.00	5.00	5.00	2.50	2.50	0.00	0.00	0.00	0.00	15.00	12.50	0.00	2.50	0.00	0.00	0.00	5.00	10.00	0.00	0.00	0.00
1024897.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	7.41	1.85	0.00	1.85	1.85	12.96	0.00	1.85	0.00	0.00	1.85	9.26	3.70	1.85	0.00	1.85	0.00	0.00	3.70	0.00	0.00	0.00	0.00	12.96
1024962.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76	0.00	2.38	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1025801.txt	1	2.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	10.00	4.00	2.00	0.00	2.00	2.00	0.00	14.00	2.00	0.00	12.00	0.00	0.00	12.00	2.00	0.00	2.00	2.00	0.00
1025924.txt	1	8.86	6.33	2.53	1.27	0.00	1.27	6.33	0.00	0.00	0.00	1.27	6.33	0.00	0.00	0.00	2.53	2.53	1.27	2.53	1.27	0.00	1.27	0.00	0.00	2.53	6.33	0.00	0.00	0.00	0.00
1026395.txt	1	1.61	1.61	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.68	8.06	0.00	8.06	0.00	0.00
1026700.txt	1	10.00	2.00	8.00	0.00	6.00	0.00	6.00	0.00	4.00	0.00	4.00	6.00	0.00	0.00	2.00	2.00	2.00	0.00	14.00	4.00	2.00	4.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	6.00
1026769.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00	0.00	0.00	13.33	4.44	2.22	0.00	4.44	0.00	6.67	6.67	0.00	4.44	2.22	0.00	0.00	11.11	2.22	0.00	0.00	0.00	0.00
1026822.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	9.09	4.55	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.64	4.55	0.00	9.09	0.00	0.00	22.73	0.00	0.00	0.00	0.00	0.00
1026905.txt	1	2.86	2.86	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	2.86	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.86	5.71	0.00	2.86	0.00	0.00
