Filename	Segment	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	drives	affiliation	achieve	power	reward	risk	work	leisure	home	money	relig	death
1003132.txt	1	2.00	2.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	24.00	4.00	2.00	0.00	14.00	2.00	4.00	4.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
1004034.txt	1	2.38	2.38	0.00	0.00	0.00	0.00	7.14	0.00	2.38	0.00	0.00	3.57	1.19	1.19	0.00	0.00	0.00	1.19	11.90	5.95	4.76	1.19	0.00	0.00	1.19	5.95	0.00	0.00	0.00	0.00
1004566.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1004761.txt	1	1.85	0.00	1.85	0.00	0.00	1.85	1.85	0.00	0.00	0.00	0.00	9.26	1.85	0.00	0.00	3.70	3.70	3.70	1.85	0.00	0.00	1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1005075.txt	1	1.82	1.82	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.00	9.09	1.82	0.00	0.00	1.82	3.64	1.82	5.45	1.82	0.00	1.82	1.82	0.00	1.82	1.82	0.00	0.00	0.00	0.00
1005167.txt	1	8.16	2.04	6.12	2.04	0.00	4.08	0.00	0.00	0.00	0.00	0.00	12.24	2.04	0.00	0.00	6.12	2.04	6.12	10.20	0.00	0.00	10.20	0.00	0.00	10.20	2.04	0.00	0.00	0.00	6.12
100540.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	3.70	3.70	0.00	3.70	3.70	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	14.81	0.00	0.00
1005775.txt	1	19.44	8.33	11.11	2.78	0.00	0.00	5.56	2.78	0.00	0.00	0.00	2.78	2.78	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	5.56	0.00	2.78	2.78	0.00	0.00	0.00	0.00	0.00
1005787.txt	1	2.94	1.47	1.47	1.47	0.00	0.00	10.29	1.47	0.00	0.00	4.41	5.88	1.47	2.94	0.00	1.47	0.00	0.00	4.41	2.94	1.47	0.00	0.00	0.00	0.00	2.94	0.00	0.00	0.00	0.00
1005940.txt	1	11.63	2.33	9.30	0.00	6.98	0.00	2.33	0.00	0.00	0.00	2.33	6.98	0.00	4.65	0.00	2.33	0.00	2.33	4.65	0.00	0.00	4.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33
1006000.txt	1	2.74	1.37	1.37	0.00	1.37	0.00	4.11	0.00	0.00	0.00	0.00	1.37	1.37	0.00	0.00	0.00	0.00	0.00	15.07	2.74	4.11	5.48	1.37	2.74	8.22	0.00	0.00	0.00	0.00	0.00
1006745.txt	1	4.21	0.00	4.21	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	3.16	1.05	0.00	0.00	1.05	1.05	0.00	4.21	1.05	1.05	2.11	1.05	0.00	2.11	0.00	1.05	0.00	2.11	0.00
1006845.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	8.00	0.00	8.00	0.00	8.00	0.00	0.00	8.00	0.00	0.00
1006893.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	11.90	2.38	0.00	3.57	2.38	1.19	2.38	1.19	0.00	0.00	1.19	0.00	0.00	1.19	1.19	1.19	0.00	0.00	0.00
1007150.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.08	0.00	0.00	0.00	0.00	4.17	2.08	0.00	0.00	0.00	2.08	0.00	10.42	0.00	4.17	6.25	0.00	0.00	14.58	0.00	0.00	0.00	0.00	0.00
1007608.txt	1	3.64	1.82	1.82	0.00	0.00	0.00	3.64	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.00	1.82	0.00	10.91	1.82	1.82	9.09	0.00	0.00	5.45	0.00	1.82	0.00	0.00	0.00
1007901.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.32	0.00	0.00	0.00	3.19	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1008344.txt	1	2.17	1.09	1.09	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.00	9.78	3.26	1.09	0.00	1.09	1.09	3.26	2.17	1.09	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00
1008930.txt	1	9.68	8.06	0.00	0.00	0.00	0.00	12.90	0.00	0.00	0.00	0.00	14.52	3.23	0.00	1.61	3.23	1.61	8.06	11.29	6.45	1.61	3.23	3.23	0.00	1.61	0.00	0.00	0.00	1.61	0.00
1009216.txt	1	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	3.12	2.08	1.04	6.25	1.04	3.12	3.12	0.00	1.04	2.08	0.00	0.00	10.42	6.25	0.00	5.21	0.00	0.00
1009746.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	7.32	4.88	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	7.32	0.00	0.00	0.00	0.00	0.00
1009831.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	1.59	1.59	0.00	4.76	0.00	6.35	1.59	0.00	0.00	1.59	0.00	0.00	6.35	0.00	0.00	0.00	0.00	0.00
1010505.txt	1	5.06	5.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.06	0.00	2.53	0.00	2.53	0.00	1.27	5.06	0.00	0.00	1.27	3.80	0.00	2.53	5.06	0.00	0.00	0.00	0.00
1010626.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.13	0.00	0.00	0.00	0.00	0.00
1010628.txt	1	3.12	3.12	0.00	0.00	0.00	0.00	9.38	0.00	0.00	0.00	0.00	6.25	0.00	3.12	0.00	0.00	0.00	3.12	18.75	3.12	6.25	6.25	0.00	3.12	3.12	0.00	0.00	0.00	0.00	0.00
1010833.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	2.78	0.00	2.78	0.00	0.00	0.00	0.00	8.33	2.78	2.78	2.78	0.00	0.00	5.56	8.33	0.00	0.00	0.00	0.00
1011292.txt	1	6.12	3.06	3.06	0.00	0.00	3.06	2.04	0.00	0.00	0.00	0.00	9.18	0.00	6.12	0.00	2.04	0.00	1.02	8.16	1.02	3.06	2.04	2.04	0.00	8.16	2.04	0.00	5.10	0.00	0.00
1011321.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.41	5.41	0.00	0.00	0.00	0.00	0.00	5.41	0.00	0.00	5.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1011381.txt	1	6.17	3.70	2.47	0.00	1.23	0.00	17.28	2.47	0.00	7.41	0.00	9.88	3.70	1.23	3.70	0.00	0.00	1.23	9.88	2.47	0.00	6.17	1.23	0.00	9.88	2.47	4.94	0.00	0.00	0.00
1011819.txt	1	4.35	4.35	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.00	10.87	0.00	4.35	0.00	0.00	0.00	6.52	2.17	2.17	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
1011864.txt	1	4.92	3.28	1.64	0.00	1.64	0.00	4.92	0.00	0.00	0.00	0.00	4.92	0.00	3.28	0.00	0.00	0.00	1.64	9.84	1.64	1.64	6.56	0.00	0.00	8.20	0.00	0.00	0.00	0.00	0.00
1011875.txt	1	9.62	1.92	7.69	1.92	1.92	0.00	1.92	1.92	0.00	0.00	0.00	11.54	1.92	1.92	0.00	5.77	1.92	5.77	1.92	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1012399.txt	1	14.55	3.64	10.91	1.82	0.00	3.64	3.64	0.00	0.00	0.00	0.00	12.73	1.82	0.00	1.82	3.64	1.82	5.45	18.18	0.00	3.64	10.91	7.27	3.64	1.82	0.00	0.00	0.00	0.00	0.00
1012431.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	0.00	0.00	0.00	8.57	2.86	0.00	0.00	5.71	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00	11.43	0.00	0.00	22.86	0.00	0.00
1012641.txt	1	11.43	0.00	11.43	0.00	11.43	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	2.86	0.00	0.00	0.00	0.00	20.00	2.86	2.86	17.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.71
1013797.txt	1	4.55	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	2.27	0.00	0.00	2.27	0.00	6.82	2.27	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1013862.txt	1	5.06	2.53	2.53	1.27	0.00	0.00	11.39	0.00	0.00	0.00	0.00	10.13	1.27	3.80	2.53	1.27	1.27	1.27	18.99	6.33	7.59	7.59	2.53	1.27	18.99	2.53	0.00	3.80	0.00	0.00
1014095.txt	1	5.77	1.92	3.85	1.92	1.92	0.00	0.00	0.00	0.00	0.00	0.00	9.62	0.00	1.92	0.00	7.69	0.00	0.00	9.62	0.00	5.77	3.85	1.92	1.92	3.85	0.00	0.00	0.00	0.00	0.00
1014157.txt	1	1.82	1.82	0.00	0.00	0.00	0.00	3.64	1.82	0.00	1.82	0.00	3.64	1.82	0.00	0.00	0.00	1.82	0.00	7.27	1.82	1.82	5.45	0.00	0.00	0.00	1.82	1.82	0.00	0.00	0.00
1014681.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	10.00	4.00	0.00	0.00	2.00	0.00	4.00	4.00	0.00	0.00	4.00	0.00	0.00	4.00	0.00	0.00	2.00	0.00	0.00
1014781.txt	1	16.22	10.81	5.41	5.41	0.00	0.00	13.51	0.00	0.00	0.00	0.00	5.41	0.00	5.41	0.00	0.00	0.00	0.00	13.51	8.11	0.00	5.41	0.00	0.00	5.41	0.00	0.00	0.00	0.00	0.00
1015072.txt	1	7.41	0.00	7.41	0.00	0.00	7.41	7.41	0.00	1.85	0.00	0.00	7.41	0.00	0.00	1.85	3.70	3.70	1.85	11.11	1.85	0.00	9.26	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00
1015227.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	2.27	0.00	4.55	2.27	0.00	0.00	2.27	0.00	0.00	2.27	2.27	0.00	0.00	0.00	0.00
1015294.txt	1	7.14	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	3.57	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1015339.txt	1	1.22	1.22	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	2.44	1.22	1.22	0.00	0.00	0.00	0.00	10.98	1.22	1.22	8.54	1.22	0.00	8.54	1.22	0.00	0.00	0.00	0.00
1015615.txt	1	3.85	1.92	1.92	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	19.23	3.85	11.54	1.92	1.92	0.00	0.00	7.69	1.92	1.92	0.00	1.92	1.92	1.92	0.00	0.00	0.00	0.00	0.00
1016615.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.68	0.00	3.23	0.00	6.45	0.00	3.23	3.23	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1016666.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00	0.00	0.00
1016873.txt	1	0.91	0.91	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.00	16.36	5.45	4.55	0.00	4.55	0.00	3.64	3.64	0.91	0.00	0.91	1.82	0.00	0.91	0.00	0.00	1.82	0.00	0.00
1016973.txt	1	6.60	6.60	0.00	0.00	0.00	0.00	2.83	0.00	0.00	0.00	0.00	5.66	0.94	0.94	1.89	1.89	0.94	0.00	2.83	0.94	0.00	0.94	0.94	0.00	0.00	0.00	0.00	0.94	0.00	0.00
1017072.txt	1	3.68	3.07	0.61	0.00	0.00	0.00	8.59	0.00	0.00	0.00	0.00	12.27	2.45	2.45	4.29	3.68	0.61	2.45	9.82	0.00	6.75	1.84	1.84	0.61	14.11	0.00	0.00	0.00	0.00	0.00
1017541.txt	1	3.64	1.82	1.82	1.82	0.00	0.00	10.91	0.00	0.00	0.00	0.00	10.91	5.45	1.82	0.00	1.82	0.00	1.82	9.09	1.82	1.82	3.64	1.82	1.82	3.64	0.00	3.64	0.00	0.00	0.00
1017694.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	10.87	2.17	2.17	0.00	6.52	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00
1018056.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1018099.txt	1	1.96	1.96	0.00	0.00	0.00	0.00	5.88	0.00	1.96	0.00	0.00	15.69	3.92	0.00	0.00	5.88	5.88	3.92	3.92	0.00	0.00	3.92	0.00	0.00	3.92	0.00	0.00	0.00	0.00	0.00
1018830.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.08	0.00	0.00	0.00	0.00	12.24	0.00	6.12	0.00	4.08	2.04	2.04	0.00	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.00	6.12	0.00	0.00
1019658.txt	1	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.68	1.08	6.45	0.00	1.08	1.08	1.08	1.08	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00
1019936.txt	1	3.33	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.33	0.00	0.00	3.33	0.00	0.00	0.00	0.00	0.00	3.33	0.00	0.00
1020231.txt	1	1.33	0.00	1.33	1.33	0.00	0.00	1.33	0.00	0.00	0.00	0.00	8.00	2.67	2.67	0.00	1.33	0.00	2.67	4.00	1.33	0.00	2.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1020266.txt	1	9.78	3.26	6.52	0.00	1.09	1.09	6.52	0.00	0.00	0.00	0.00	8.70	0.00	0.00	2.17	2.17	1.09	5.43	11.96	1.09	4.35	7.61	2.17	0.00	1.09	0.00	0.00	2.17	0.00	0.00
1020467.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	1.11	0.00	4.44	0.00	0.00	0.00	2.22	0.00	1.11	0.00	0.00
1021168.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	4.65	4.65	0.00	0.00	0.00	0.00	0.00	4.65	0.00	0.00	4.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1022091.txt	1	2.78	2.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.81	1.85	9.26	0.00	3.70	0.00	0.93	6.48	0.00	0.93	5.56	1.85	0.00	2.78	0.00	0.00	0.00	0.00	0.00
1022173.txt	1	1.79	1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	1.79	1.79	0.00	0.00	0.00	0.00	10.71	0.00	0.00	8.93	0.00	1.79	1.79	0.00	0.00	0.00	0.00	0.00
1022379.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	10.64	0.00	0.00	0.00	2.13	6.38	0.00	0.00	4.26	2.13	0.00	4.26	4.26	4.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1022716.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	5.77	0.00	0.00	0.00	1.92	0.00	3.85	3.85	0.00	0.00	3.85	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00
1022735.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	10.42	0.00	0.00	0.00	0.00	6.25	2.08	0.00	4.17	2.08	0.00	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1022759.txt	1	2.86	0.00	2.86	1.43	1.43	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	1.43	0.00	4.29	0.00	4.29	5.71	0.00	1.43	1.43	0.00	2.86	1.43	0.00	1.43	1.43	0.00	1.43
1022774.txt	1	1.16	0.00	1.16	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	6.98	0.00	2.33	0.00	0.00	1.16	3.49	4.65	0.00	0.00	4.65	0.00	0.00	11.63	0.00	0.00	23.26	0.00	0.00
1022832.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	6.25	0.00	2.50	0.00	1.25	1.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00
1023715.txt	1	5.00	0.00	5.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	6.00	1.00	0.00	0.00	0.00	4.00	2.00	4.00	1.00	0.00	3.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.00
1023832.txt	1	1.67	1.67	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	8.33	1.67	5.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1024169.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00	3.23	6.45	3.23	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1024411.txt	1	8.00	8.00	0.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	8.00	0.00	4.00	4.00	0.00	0.00	4.00	0.00	0.00	4.00	8.00	0.00	0.00	0.00	0.00
1024466.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.08	0.00	0.00	0.00	0.00	4.62	1.54	0.00	0.00	1.54	1.54	1.54	9.23	0.00	1.54	9.23	0.00	0.00	6.15	0.00	0.00	0.00	0.00	0.00
1025313.txt	1	2.63	0.00	2.63	0.00	0.00	2.63	2.63	0.00	0.00	2.63	0.00	5.26	2.63	0.00	0.00	0.00	2.63	0.00	2.63	0.00	0.00	2.63	0.00	0.00	5.26	0.00	0.00	7.89	0.00	0.00
1025348.txt	1	2.04	2.04	0.00	0.00	0.00	0.00	4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	2.04	0.00	4.08	0.00	0.00	6.12	2.04	0.00	0.00	0.00	0.00
1025699.txt	1	10.91	9.09	1.82	0.00	1.82	0.00	5.45	0.00	1.82	0.00	1.82	9.09	0.00	3.64	0.00	0.00	1.82	3.64	7.27	1.82	5.45	0.00	0.00	0.00	5.45	9.09	0.00	0.00	0.00	1.82
1025991.txt	1	5.26	3.51	1.75	1.75	0.00	0.00	1.75	0.00	0.00	0.00	0.00	3.51	0.00	1.75	0.00	1.75	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1026693.txt	1	0.74	0.74	0.00	0.00	0.00	0.00	4.41	0.00	1.47	0.00	0.00	6.62	1.47	2.21	0.00	2.21	0.00	2.21	5.88	1.47	0.00	2.94	0.74	0.74	0.00	0.00	0.00	0.00	0.00	0.00
1026776.txt	1	1.69	0.00	1.69	0.00	0.00	0.00	8.47	0.00	0.00	0.00	0.00	11.86	1.69	1.69	3.39	5.08	0.00	3.39	5.08	1.69	0.00	1.69	0.00	1.69	10.17	0.00	0.00	0.00	0.00	0.00
1027223.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	2.08	0.00	0.00	0.00	0.00	0.00	2.08	4.17	4.17	2.08	0.00	0.00	0.00	6.25	4.17	0.00	2.08	0.00	0.00
1027669.txt	1	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	3.70	0.00	3.70	0.00	0.00	3.70	0.00	3.70	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00
1027884.txt	1	5.26	5.26	0.00	0.00	0.00	0.00	7.89	0.00	0.00	0.00	0.00	21.05	7.89	0.00	2.63	10.53	0.00	2.63	7.89	0.00	5.26	5.26	2.63	0.00	5.26	0.00	0.00	0.00	0.00	0.00
1027919.txt	1	7.27	3.64	3.64	0.00	1.82	0.00	5.45	0.00	0.00	0.00	5.45	12.73	9.09	1.82	0.00	0.00	1.82	0.00	7.27	1.82	1.82	1.82	1.82	1.82	3.64	1.82	0.00	0.00	0.00	0.00
1027920.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.81	3.70	3.70	0.00	7.41	0.00	3.70	9.26	0.00	1.85	7.41	1.85	0.00	5.56	0.00	1.85	0.00	0.00	0.00
1028111.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	2.63	2.63	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00
1028131.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	2.22	0.00	0.00	0.00	8.89	0.00	11.11	0.00	0.00	11.11	0.00	0.00	4.44	0.00	0.00	0.00	0.00	0.00
1028156.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	1.72	1.72	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00
1028243.txt	1	2.38	2.38	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	2.38	0.00	11.90	2.38	0.00	4.76	0.00	4.76	2.38	2.38	0.00	4.76	0.00	0.00
1028691.txt	1	6.17	6.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.94	0.00	4.94	0.00	0.00	0.00	0.00	6.17	0.00	4.94	1.23	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00
1028749.txt	1	2.22	0.00	2.22	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00
1028752.txt	1	3.45	2.30	1.15	0.00	0.00	0.00	3.45	0.00	1.15	0.00	1.15	4.60	2.30	1.15	0.00	0.00	0.00	1.15	1.15	0.00	0.00	0.00	0.00	1.15	3.45	3.45	0.00	1.15	0.00	0.00
1029247.txt	1	4.26	2.13	2.13	0.00	2.13	0.00	2.13	0.00	0.00	0.00	0.00	12.77	4.26	8.51	0.00	2.13	2.13	2.13	2.13	0.00	0.00	2.13	0.00	0.00	6.38	0.00	0.00	0.00	0.00	2.13
1029402.txt	1	4.00	4.00	0.00	0.00	0.00	0.00	2.67	0.00	0.00	0.00	0.00	8.00	4.00	2.67	0.00	2.67	1.33	0.00	6.67	0.00	4.00	2.67	0.00	0.00	13.33	0.00	0.00	5.33	0.00	0.00
1029770.txt	1	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	3.57	0.00	0.00	10.71	7.14	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.71	0.00	3.57	0.00	7.14	0.00
1030665.txt	1	3.85	0.00	3.85	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	2.56	0.00	0.00	0.00	0.00	8.97	1.28	0.00	6.41	0.00	1.28	3.85	0.00	0.00	0.00	0.00	1.28
